"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","196","Should successfully invite user with valid data","","Fri Jul 25 15:25:31 GMT 2025","passed","Fri Jul 25 15:25:31 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","inviteUser_WithValidData_ReturnsCreated"
"","42","Should complete registration with valid token","","Fri Jul 25 15:25:31 GMT 2025","passed","Fri Jul 25 15:25:31 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","completeRegistration_WithValidToken_ReturnsOk"
"","3874","Should return error for invalid registration token","","Fri Jul 25 15:25:27 GMT 2025","passed","Fri Jul 25 15:25:30 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","validateRegistrationToken_WithInvalidToken_ReturnsError"
"","32","Should return bad request when passwords don't match","","Fri Jul 25 15:25:31 GMT 2025","passed","Fri Jul 25 15:25:31 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","completeRegistration_WithMismatchedPasswords_ReturnsBadRequest"
"","85","Should return bad request for invalid email","","Fri Jul 25 15:25:31 GMT 2025","passed","Fri Jul 25 15:25:31 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","inviteUser_WithInvalidEmail_ReturnsBadRequest"
"","4","filterSessions_withInvalidDate_shouldThrowException()","","Fri Jul 25 15:25:32 GMT 2025","passed","Fri Jul 25 15:25:32 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withInvalidDate_shouldThrowException"
"","8","testRevokeSessionById_whenSessionExists_shouldInvalidateAndDelete()","","Fri Jul 25 15:25:31 GMT 2025","passed","Fri Jul 25 15:25:31 GMT 2025","","com.talentradar.user_service.SessionServiceRevokeTests","com.talentradar.user_service.SessionServiceRevokeTests","testRevokeSessionById_whenSessionExists_shouldInvalidateAndDelete"
"","31","Should return bad request for missing role ID","","Fri Jul 25 15:25:31 GMT 2025","passed","Fri Jul 25 15:25:31 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","inviteUser_WithMissingRoleId_ReturnsBadRequest"
"","22","Should return bad request when token is missing","","Fri Jul 25 15:25:31 GMT 2025","passed","Fri Jul 25 15:25:31 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","validateRegistrationToken_WithMissingToken_ReturnsBadRequest"
"","249","filterSessions_withOnlyUserId_shouldCallFilterByOnlyUserId()","","Fri Jul 25 15:25:32 GMT 2025","passed","Fri Jul 25 15:25:32 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withOnlyUserId_shouldCallFilterByOnlyUserId"
