"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","54","Should validate registration token successfully","","Fri Jul 25 19:16:47 GMT 2025","passed","Fri Jul 25 19:16:47 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","validateRegistrationToken_WithValidToken_ReturnsUserEmail"
"","341","testRevokeSessionById_whenSessionNotFound_shouldThrowException()","","Fri Jul 25 19:16:48 GMT 2025","passed","Fri Jul 25 19:16:48 GMT 2025","","com.talentradar.user_service.SessionServiceRevokeTests","com.talentradar.user_service.SessionServiceRevokeTests","testRevokeSessionById_whenSessionNotFound_shouldThrowException"
"","95","Should return bad request for invalid email","","Fri Jul 25 19:16:48 GMT 2025","passed","Fri Jul 25 19:16:48 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","inviteUser_WithInvalidEmail_ReturnsBadRequest"
"","42","Should return bad request when passwords don't match","","Fri Jul 25 19:16:48 GMT 2025","passed","Fri Jul 25 19:16:48 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","completeRegistration_WithMismatchedPasswords_ReturnsBadRequest"
"","6","filterSessions_withOnlyDate_shouldCallFilterByOnlyDate()","","Fri Jul 25 19:16:49 GMT 2025","passed","Fri Jul 25 19:16:49 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withOnlyDate_shouldCallFilterByOnlyDate"
"","265","filterSessions_withOnlyUserId_shouldCallFilterByOnlyUserId()","","Fri Jul 25 19:16:48 GMT 2025","passed","Fri Jul 25 19:16:49 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withOnlyUserId_shouldCallFilterByOnlyUserId"
"","4","filterSessions_withInvalidDate_shouldThrowException()","","Fri Jul 25 19:16:49 GMT 2025","passed","Fri Jul 25 19:16:49 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withInvalidDate_shouldThrowException"
"","5","filterSessions_withUserIdAndDate_shouldCallFilterByUserIdAndDate()","","Fri Jul 25 19:16:49 GMT 2025","passed","Fri Jul 25 19:16:49 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withUserIdAndDate_shouldCallFilterByUserIdAndDate"
"","31","Should return bad request for missing role ID","","Fri Jul 25 19:16:48 GMT 2025","passed","Fri Jul 25 19:16:48 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","inviteUser_WithMissingRoleId_ReturnsBadRequest"
"","22","Should return bad request when token is missing","","Fri Jul 25 19:16:48 GMT 2025","passed","Fri Jul 25 19:16:48 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","validateRegistrationToken_WithMissingToken_ReturnsBadRequest"
