"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","Should return bad request when passwords don't match","","Fri Jul 25 10:22:42 GMT 2025","passed","Fri Jul 25 10:22:42 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","completeRegistration_WithMismatchedPasswords_ReturnsBadRequest"
"","52","Should validate registration token successfully","","Fri Jul 25 10:22:42 GMT 2025","passed","Fri Jul 25 10:22:42 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","validateRegistrationToken_WithValidToken_ReturnsUserEmail"
"","29","Should return conflict for existing email","","Fri Jul 25 10:22:42 GMT 2025","passed","Fri Jul 25 10:22:42 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","inviteUser_WithExistingEmail_ReturnsConflict"
"","95","Should return bad request for invalid email","","Fri Jul 25 10:22:42 GMT 2025","passed","Fri Jul 25 10:22:42 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","inviteUser_WithInvalidEmail_ReturnsBadRequest"
"","31","Should return bad request for missing role ID","","Fri Jul 25 10:22:42 GMT 2025","passed","Fri Jul 25 10:22:42 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","inviteUser_WithMissingRoleId_ReturnsBadRequest"
"","241","Should successfully invite user with valid data","","Fri Jul 25 10:22:42 GMT 2025","passed","Fri Jul 25 10:22:42 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","inviteUser_WithValidData_ReturnsCreated"
"","4","filterSessions_withNoFilters_shouldReturnAll()","","Fri Jul 25 10:22:43 GMT 2025","passed","Fri Jul 25 10:22:43 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withNoFilters_shouldReturnAll"
"","5","filterSessions_withUserIdAndDate_shouldCallFilterByUserIdAndDate()","","Fri Jul 25 10:22:43 GMT 2025","passed","Fri Jul 25 10:22:43 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withUserIdAndDate_shouldCallFilterByUserIdAndDate"
"","4","filterSessions_withInvalidUserId_shouldThrowException()","","Fri Jul 25 10:22:43 GMT 2025","passed","Fri Jul 25 10:22:43 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withInvalidUserId_shouldThrowException"
"","5","filterSessions_withInvalidDate_shouldThrowException()","","Fri Jul 25 10:22:43 GMT 2025","passed","Fri Jul 25 10:22:43 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withInvalidDate_shouldThrowException"
"","21","filterSessions_withOnlyDate_shouldCallFilterByOnlyDate()","","Fri Jul 25 10:22:43 GMT 2025","passed","Fri Jul 25 10:22:43 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withOnlyDate_shouldCallFilterByOnlyDate"
"","540","filterSessions_withOnlyUserId_shouldCallFilterByOnlyUserId()","","Fri Jul 25 10:22:42 GMT 2025","passed","Fri Jul 25 10:22:43 GMT 2025","","com.talentradar.user_service.SessionServiceFilterTest","com.talentradar.user_service.SessionServiceFilterTest","filterSessions_withOnlyUserId_shouldCallFilterByOnlyUserId"
"","24","Should return bad request when token is missing","","Fri Jul 25 10:22:42 GMT 2025","passed","Fri Jul 25 10:22:42 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","validateRegistrationToken_WithMissingToken_ReturnsBadRequest"
"","29","Should return bad request for invalid token during completion","","Fri Jul 25 10:22:42 GMT 2025","passed","Fri Jul 25 10:22:42 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","completeRegistration_WithInvalidToken_ReturnsBadRequest"
"","47","Should complete registration with valid token","","Fri Jul 25 10:22:42 GMT 2025","passed","Fri Jul 25 10:22:42 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","completeRegistration_WithValidToken_ReturnsOk"
"","3650","Should return error for invalid registration token","","Fri Jul 25 10:22:38 GMT 2025","passed","Fri Jul 25 10:22:42 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","validateRegistrationToken_WithInvalidToken_ReturnsError"
